Force (N)
8.451087951660156
8.525184631347656
8.525184631347656
8.356552124023438
8.062728881835938
7.8327789306640625
7.503181457519531
7.3626556396484375
7.319221496582031
7.4188690185546875
7.549171447753906
7.4367523193359375
7.127601623535156
7.1148223876953125
7.3268890380859375
7.641151428222656
7.789344787597656
8.193031311035156
8.323341369628906
8.103607177734375
8.00396728515625
8.14959716796875
8.2415771484375
8.430648803710938
8.711700439453125
8.829231262207031
8.660598754882812
8.744911193847656
9.028518676757812
9.204811096191406
9.268692016601562
9.644271850585938
10.04541015625
10.719932556152344
11.077629089355469
11.253921508789062
11.409782409667969
12.061302185058594
12.442001342773438
12.697502136230469
12.866127014160156
13.310699462890625
13.676063537597656
13.962226867675781
14.0567626953125
13.849807739257812
13.469108581542969
12.784370422363281
12.255485534667969
11.174720764160156
10.604957580566406
10.191047668457031
10.088844299316406
9.948318481445312
9.87933349609375
9.874221801757812
9.945762634277344
9.685157775878906
9.041297912597656
8.445976257324219
8.292678833007812
8.259468078613281
7.8608856201171875
7.699920654296875
7.7765655517578125
7.85577392578125
8.024406433105469
8.213478088378906
8.325897216796875
7.9707489013671875
7.066276550292969
6.5910491943359375
6.031501770019531
5.8449859619140625
5.691688537597656
5.379981994628906
4.994171142578125
5.032501220703125
4.996726989746094
4.904747009277344
5.2931060791015625
5.604820251464844
5.489845275878906
5.3850860595703125
5.83221435546875
6.2921142578125
6.7111358642578125
7.0151824951171875
7.817451477050781
8.006515502929688
7.817451477050781
7.901763916015625
8.320785522460938
8.767906188964844
8.913543701171875
9.222702026367188
9.4935302734375
10.150161743164062
10.791465759277344
11.049522399902344
10.916664123535156
11.317802429199219
11.680610656738281
11.708717346191406
11.603958129882812
11.626953125
11.468544006347656
11.013755798339844
10.967765808105469
10.967765808105469
10.418441772460938
9.227806091308594
8.801124572753906
8.55584716796875
8.3897705078125
8.226249694824219
8.22369384765625
8.200698852539062
8.2799072265625
8.522628784179688
8.435760498046875
7.963081359863281
7.148040771484375
6.9921875
6.570610046386719
6.228240966796875
6.0391693115234375
5.998291015625
6.0340576171875
6.30999755859375
6.9921875
7.2451324462890625
7.554283142089844
7.8685455322265625
8.285011291503906
8.581398010253906
9.14349365234375
9.434761047363281
9.618721008300781
9.547187805175781
9.166488647460938
9.100059509277344
9.138381958007812
9.393882751464844
9.958541870117188
9.996864318847656
10.178268432617188
10.556411743164062
10.995872497558594
10.949882507324219
10.745475769042969
10.745475769042969
10.627952575683594
10.093955993652344
9.851226806640625
9.613616943359375
9.240585327148438
8.788352966308594
8.77557373046875
8.836891174316406
8.936538696289062
9.174156188964844
8.949317932128906
8.106163024902344
7.600273132324219
6.9947357177734375
6.616600036621094
6.2129058837890625
6.202690124511719
6.2972259521484375
6.468406677246094
7.0228424072265625
7.1429290771484375
6.5450592041015625
6.2793426513671875
6.4530792236328125
6.414756774902344
6.2972259521484375
6.327880859375
6.330436706542969
6.430084228515625
6.6370391845703125
6.675361633300781
6.539947509765625
6.087715148925781
5.888427734375
5.6814727783203125
5.638031005859375
5.783668518066406
5.8449859619140625
6.046836853027344
6.2333526611328125
6.4403076171875
6.338104248046875
5.730010986328125
5.5894927978515625
5.604820251464844
5.548606872558594
5.7172393798828125
5.760673522949219
5.4515228271484375
5.265007019042969
4.950736999511719
4.628807067871094
4.6722412109375
5.17047119140625
5.433631896972656
5.124481201171875
4.9992828369140625
5.203681945800781
5.64825439453125
5.9599609375
6.708580017089844
7.2527923583984375
7.293670654296875
7.0969390869140625
7.2860107421875
8.144493103027344
8.640159606933594
9.038742065429688
9.020851135253906
8.859886169433594
8.882881164550781
8.632492065429688
7.986076354980469
7.017730712890625
6.7392425537109375
6.4888458251953125
6.161811828613281
5.7351226806640625
5.6533660888671875
5.57415771484375
5.714683532714844
6.2972259521484375
6.3048858642578125
5.553718566894531
5.397865295410156
5.709571838378906
5.719795227050781
5.783668518066406
5.9752960205078125
6.307441711425781
6.688140869140625
7.293670654296875
7.3831024169921875
7.275787353515625
7.15570068359375
7.168479919433594
7.181251525878906
7.2860107421875
7.503181457519531
7.4009857177734375
7.165924072265625
7.1327056884765625
6.920646667480469
6.478630065917969
5.898643493652344
5.829658508300781
5.676361083984375
5.553718566894531
5.592041015625
5.64825439453125
5.61248779296875
5.502616882324219
5.3493194580078125
5.203681945800781
5.640586853027344
6.1490325927734375
5.5971527099609375
4.812767028808594
4.207237243652344
4.1254730224609375
4.490837097167969
4.9686279296875
5.318656921386719
5.236900329589844
5.466850280761719
5.806663513183594
5.944633483886719
